class,f1_score,precision,recall,support
0,0.3157894736842105,0.3,0.3333333333333333,9.0
1,0.6086956521739131,0.5833333333333334,0.6363636363636364,11.0
2,0.39999999999999997,0.42857142857142855,0.375,16.0
