performance_name,value
macro_avg_precision,0.4373015873015873
macro_avg_recall,0.44823232323232326
macro_avg_f1,0.4414950419527079
weighted_avg_precision,0.44371693121693123
weighted_avg_recall,0.4444444444444444
weighted_avg_f1-score,0.4427154843630816
accuracy,0.4444444444444444
support,36.0
