performance_name,value
macro_avg_precision,0.3117144293614882
macro_avg_recall,0.3184778184778185
macro_avg_f1,0.29891444152904256
weighted_avg_precision,0.3116725322607675
weighted_avg_recall,0.3055555555555556
weighted_avg_f1-score,0.2923805113957915
accuracy,0.3055555555555556
support,36.0
