class,f1_score,precision,recall,support
0,0.21052631578947367,0.3333333333333333,0.15384615384615385,13.0
1,0.3636363636363637,0.3076923076923077,0.4444444444444444,9.0
2,0.3225806451612903,0.29411764705882354,0.35714285714285715,14.0
