class,f1_score,precision,recall,support
0,0.43243243243243246,0.4444444444444444,0.42105263157894735,19.0
1,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0
2,0.34782608695652173,0.3333333333333333,0.36363636363636365,11.0
