class,f1_score,precision,recall,support
0,0.15384615384615383,0.25,0.1111111111111111,9.0
1,0.5714285714285714,0.47058823529411764,0.7272727272727273,11.0
2,0.45161290322580644,0.4666666666666667,0.4375,16.0
