class,f1_score,precision,recall,support
0,0.4878048780487805,0.45454545454545453,0.5263157894736842,19.0
1,0.15384615384615383,0.14285714285714285,0.16666666666666666,6.0
2,0.2222222222222222,0.2857142857142857,0.18181818181818182,11.0
