class,f1_score,precision,recall,support
0,0.2,0.2857142857142857,0.15384615384615385,13.0
1,0.42424242424242425,0.2916666666666667,0.7777777777777778,9.0
2,0.10526315789473682,0.2,0.07142857142857142,14.0
