class,f1_score,precision,recall,support
0,0.5333333333333333,0.46153846153846156,0.631578947368421,19.0
1,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0
2,0.26666666666666666,0.5,0.18181818181818182,11.0
