Date,Open,High,Low,Close,Adj_Close,Volume,sentiment,VWAP,SMA_14,SMA_21,SMA_5,SMA_12,SMA_26,SMA_13,SMA_30,SMA_20,SMA_50,SMA_100,SMA_200,EMA_14,EMA_21,EMA_5,EMA_12,EMA_26,EMA_13,EMA_30,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,RSI_21,RSI_5,RSI_12,RSI_26,RSI_13,RSI_30,RSI_20,RSI_50,RSI_100,RSI_200,MACD_12_26_9,MACDH_12_26_9,MACDS_12_26_9,BBL_20,BBM_20,BBU_20,MOM,STOCHF_14,STOCHF_3,STOCH_5,STOCH_3,CMO,DPO,UO,lag_1,pct_change,trend
2018-02-01,0.053216999999999993,0.053255,0.039817,0.043910000000000005,0.043910000000000005,10311400.0,30,0.04566066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001574999999999993,0.0,0.0,,0
2018-02-02,0.043752,0.044102,0.032421,0.042335000000000005,0.042335000000000005,10603000.0,15,0.04259788421374746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009970000000000118,0.0,0.043910000000000005,-3.5868822591664795,-1
2018-02-03,0.042191,0.046405,0.036872,0.043332,0.043332,5807230.0,40,0.04251206671486731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32594263895517,2.9261563747358474,11.237601442741187,5.010805649092818,2.3768088301904733,4.643256333830095,2.066449727444189,3.067975505431264,1.2502037694207906,0.6290339880250087,0.3155093244556112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006701999999999986,0.0,0.042335000000000005,2.355025392701071,1
2018-02-04,0.043474,0.04418,0.034465,0.03663,0.03663,5166060.0,24,0.0418499293235101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.298297683299142,2.426195541835268,5.894385848744253,3.6711773911442447,2.0385726059629894,3.4751343293186405,1.8070629517657344,2.5218735218456927,1.151495720177991,0.6032698070662064,0.3089245641847479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010019999999999987,0.0,0.043332,-15.466629742453609,-1
2018-02-05,0.036208,0.037000000000000005,0.025101,0.02661,0.02661,7901010.0,11,0.03941151814862009,0.0,0.0,0.038563400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038563400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.389153274455035,1.9139895095525088,3.1809132443400734,2.561856939433192,1.6696710433023607,2.4733091697379983,1.5135521363300046,1.9710900206895217,1.0277518990009942,0.5681318858282607,0.2995316606174509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35980677701216,0.0,0.0,0.0,0.0,-0.006030000000000008,0.0,0.03663,-27.354627354627358,-1
2018-02-06,0.026696,0.033038,0.021845,0.032639999999999995,0.032639999999999995,8080540.0,8,0.037683435952468286,0.0,0.0,0.036309400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03658893333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.119362610596713,13.435553158838218,27.337186181848804,18.597953728000764,11.660039761958965,17.826135080845628,10.548553537299863,13.859021926998535,7.152406593819277,3.9679194236433712,2.099838297317943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.953583061889226,0.0,0.0,0.0,0.0,0.0024779999999999802,0.0,0.02661,22.660653889515192,1
2018-02-07,0.032476,0.036493,0.028824,0.030162,0.030162,5452160.0,36,0.03708454206341169,0.0,0.0,0.033874800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034446622222222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05274820338792,12.788824145774953,24.342205002028408,17.328336956819207,11.17549361337611,16.665109767040736,10.153030424584312,13.169882157712241,6.971571376237892,3.9123962381059303,2.084294454044247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86400651465798,27.725798784519785,0.0,0.0,0.0,-0.0029040000000000177,0.0,0.032639999999999995,-7.591911764705861,-1
2018-02-08,0.03009,0.034828,0.03009,0.033066000000000005,0.033066000000000005,3149590.0,30,0.0368378438209306,0.0,0.0,0.0318216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03398641481481482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.143530726813193,17.655157884639497,34.44260415425401,23.92196145939684,15.45139131126723,22.994828085620032,14.055442136295321,18.176423414267425,9.700618747945835,5.477926455398136,2.930578917107004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.23953436310725,42.68570797988483,0.0,0.0,0.0,-0.0058020000000000155,0.0,0.030162,9.62800875273524,1
2018-02-09,0.033087,0.040281,0.031173000000000006,0.038868,0.038868,8434850.0,44,0.03682954698580795,0.0,0.0,0.0322692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03561360987654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6101293168943,26.2666465255199,50.338002031263045,35.12175131004545,23.129041619929176,33.81176104273632,21.127963365732324,27.0057298672822,14.794450043394912,8.48664159519075,4.586430200948967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3356476459102,58.81306284122515,45.15051567251536,0.0,0.0,0.0025779999999999826,0.0,0.033066000000000005,17.546724732353457,1
2018-02-10,0.038928,0.042064,0.033831,0.03629,0.03629,6416990.0,54,0.036880421387981005,0.0,0.0,0.0342052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035839073251028815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.64862074344875,25.047342357322243,44.575250008682424,32.79762234925225,22.198900320432593,31.68220297303013,20.358740112710635,25.711333682627657,14.425642075180294,8.367118911870287,4.551757374608896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.44270240862555,71.33929480588101,58.367094798838046,0.0,0.0,0.002903999999999976,0.0,0.038868,-6.632705567561992,-1
2018-02-11,0.036336,0.036336,0.032025,0.033386,0.033386,3333350.0,31,0.03674804701320998,0.0,0.0,0.034354399999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03502138216735254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57423631285837,23.74650155618413,38.60166628692626,30.34700397292548,21.201516471424675,29.43335620352716,19.531037692168105,24.33193156204044,14.023956805329153,8.23516512523133,4.513132039847834,0.0,0.0,0.0,0.0,0.0,0.0,-0.010524000000000006,34.456193353474305,66.07818113600337,56.46761685715504,53.32840910950282,0.0,-0.004182000000000019,0.0,0.03629,-8.002204464039686,-1
2018-02-12,0.033425,0.037943,0.033425,0.037568,0.037568,3263460.0,42,0.03672978432634785,0.0,0.0,0.035835599999999995,0.03623308333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035870254778235015,0.03623308333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.32799127085288,29.287044082661954,50.1468842405199,37.61872328202248,26.162691620357503,36.431147190723046,24.12163449164983,30.009738441062137,17.402318907974102,10.292863435514732,5.6716133630871655,0.0,0.0,0.0,0.0,0.0,0.0,-0.004767000000000007,62.45197928845832,56.11695835018608,62.18521141191512,59.00664102263608,0.0,0.0021969999999999767,0.0,0.033386,12.526208590427125,1
2018-02-13,0.037556,0.038034,0.034633,0.035371,0.035371,3532400.0,35,0.03669868447395547,0.0,0.0,0.0362966,0.035521500000000004,0.0,0.03616676923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03570383651882335,0.03610045512820513,0.0,0.03616676923076923,0.0,0.0,0.0,0.0,0.0,33.5427445135306,28.16091370107536,44.83235962566381,35.50891569197656,25.293893581990808,34.49580189567676,23.397051157361545,28.816981944792534,17.04345273493977,10.171839212717787,5.6355147043584175,0.0,0.0,0.0,0.0,0.0,0.0,-0.007961000000000003,38.545588100266244,45.15125358073296,59.84642215934692,59.499750142805716,0.0,-0.006918000000000021,0.0,0.037568,-5.8480621805792055,-1
2018-02-14,0.03534,0.042461,0.03515,0.042289,0.042289,5449500.0,55,0.036903616043167935,0.03660407142857143,0.0,0.0369808,0.03551766666666667,0.0,0.036042076923076934,0.0,0.0,0.0,0.0,0.0,0.03660407142857143,0.0,0.037898891012548896,0.03705253895463511,0.0,0.03704137362637363,0.0,0.0,0.0,0.0,0.0,43.22259352661965,36.24748373335896,60.607306163076885,45.86567996007993,32.611409854460405,44.49476066758203,30.21758750895072,37.084699899991286,22.19662331473784,13.409836825816202,7.498669718297819,0.0,0.0,0.0,0.0,0.0,0.0,0.0056589999999999965,98.3518589497892,66.44980877950461,61.04966442012274,61.027099330461596,0.0,-0.001244000000000009,0.0,0.035371,19.55839529558112,1
2018-02-15,0.042075,0.046047000000000005,0.041522,0.043533,0.043533,7854180.0,71,0.03746701484448643,0.036577142857142864,0.0,0.03842939999999999,0.035534416666666666,0.0,0.036134230769230766,0.0,0.0,0.0,0.0,0.0,0.037527928571428566,0.0,0.03977692734169926,0.03804953296161432,0.0,0.037968748822605966,0.0,0.0,0.0,0.0,0.0,44.77242751721538,37.571309966309826,62.89668304176619,47.50785945236061,33.821875008537475,46.08840830599998,31.353311740354318,38.43482343022635,23.073103409393763,13.973033165690948,7.827557239749187,0.0,0.0,0.0,0.0,0.0,0.0,0.016922999999999994,82.07103123662809,72.98949276222784,63.17533018572324,61.357138921730964,-0.6668907325184579,-0.0007410000000000193,0.0,0.042289,2.941663316701737,1
2018-02-16,0.043316,0.044751,0.041584,0.044274,0.044274,4329510.0,67,0.03773221254439234,0.03671564285714286,0.0,0.04060699999999999,0.03617141666666667,0.0,0.03620669230769232,0.0,0.0,0.0,0.0,0.0,0.03842740476190477,0.0,0.04127595156113284,0.03900714327521212,0.0,0.03886949899080512,0.0,0.0,0.0,0.0,0.0,45.71806783423862,38.36990699302718,64.3765303337858,48.51567919076374,34.549101644089234,47.06339110094508,32.034168592886985,39.25018329957758,23.59605010375625,14.308345089422874,8.023324928146216,0.0,0.0,0.0,0.0,0.0,0.0,0.011634000000000005,85.95309776580571,88.79199598407435,73.47471106818952,65.89990189134518,3.4813365172271333,-0.0043490000000000065,0.0,0.043533,1.7021569843566953,1
2018-02-17,0.044008,0.05079,0.04347,0.048623,0.048623,8647620.0,74,0.038526511841002996,0.037093571428571434,0.0,0.04281799999999999,0.03800583333333333,0.0,0.03712923076923078,0.0,0.0,0.0,0.0,0.0,0.03978681746031747,0.0,0.043724967707421895,0.040486505848256416,0.0,0.040262856277832965,0.0,0.0,0.0,0.0,0.0,50.99459777486696,42.8638640572667,72.188787553953,54.116807377428415,38.6575519516501,52.493670297861605,35.89046567358461,43.83420448659845,26.583788385368965,16.24354244025945,9.16133969487224,0.0,0.0,0.0,0.0,0.0,0.0,0.018461,86.58785665655756,84.87066188633047,78.30188654180934,71.65064259857405,8.960354959440462,0.005281999999999981,0.0,0.044274,9.822920901657861,1
