Date,Open,High,Low,Close,Adj_Close,Volume,sentiment,VWAP,SMA_14,SMA_21,SMA_5,SMA_12,SMA_26,SMA_13,SMA_30,SMA_20,SMA_50,SMA_100,SMA_200,EMA_14,EMA_21,EMA_5,EMA_12,EMA_26,EMA_13,EMA_30,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,RSI_21,RSI_5,RSI_12,RSI_26,RSI_13,RSI_30,RSI_20,RSI_50,RSI_100,RSI_200,MACD_12_26_9,MACDH_12_26_9,MACDS_12_26_9,BBL_20,BBM_20,BBU_20,MOM,STOCHF_14,STOCHF_3,STOCH_5,STOCH_3,CMO,DPO,UO,lag_1,pct_change,trend
2018-02-01,0.6368717089516515,0.593687989119529,0.5144448176955476,0.5257297478508657,0.5257297478508657,0.048596443892513226,0.3157894736842105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08281192491718757,0.0,0.0,,0
2018-02-02,0.5235998085208233,0.49165013043187433,0.418886792940386,0.5068724407940424,0.5068724407940424,0.04997072120103165,0.15789473684210525,0.9329229580619526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05242126294757927,0.0,0.5257297478508657,-0.06343550996505108,-1
2018-02-03,0.5049186213499283,0.5173240284497559,0.4763947388821416,0.5188094154833457,0.5188094154833457,0.027368808005306708,0.42105263157894735,0.931043495821363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050651456041699884,0.03597491916516766,0.1204752532793362,0.05773531902706115,0.030080323005333424,0.05393935450829785,0.026689760496744975,0.037480033613695736,0.01734648914926091,0.009543260050657957,0.005165141956311161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35238445764761417,0.0,0.5068724407940424,0.04164960708840019,1
2018-02-04,0.5202728578267114,0.49251967626139886,0.4452957440760742,0.4385670841215489,0.4385670841215489,0.024347047436367213,0.25263157894736843,0.916542231610944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03861900031074322,0.029828272080740435,0.0631920994592933,0.04229990399268843,0.025799686402324946,0.04036962189387777,0.023339584188588045,0.03080855899955407,0.015976921925888832,0.009152384066907004,0.005057344123058623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5268415794731569,0.0,0.5188094154833457,-0.27353380296936963,-1
2018-02-05,0.43331737673528004,0.41247686785133,0.3243107057029897,0.3185986925600441,0.3185986925600441,0.037236552665902395,0.11578947368421053,0.863139350030371,0.0,0.0,0.48473885990823956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4946469471845776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027974039916343105,0.0235310793652804,0.03410170139278282,0.02951813302250989,0.021130956624375287,0.028731711222386148,0.019548670108683084,0.024079892456859337,0.014259985132193736,0.008619296306313818,0.004903574720551293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053598067770121605,0.0,0.0,0.0,0.0,-0.3170513696829485,0.0,0.4385670841215489,-0.4837780029467601,-1
2018-02-06,0.31948300622307324,0.3683083989208713,0.28224243520504405,0.39079523957759627,0.39079523957759627,0.038082656936129805,0.08421052631578947,0.8252931615643286,0.0,0.0,0.4564062598202501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4693207594266419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20044663443387511,0.16518014655732494,0.2930745004602363,0.21428865275009104,0.14756666915725367,0.2070810117961756,0.13624254379797351,0.16930924212311613,0.09923913717542902,0.06019847518697201,0.03437604549298132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4395358306188923,0.0,0.0,0.0,0.0,0.13029076186970798,0.0,0.3185986925600441,0.4007631228901722,1
2018-02-07,0.3886548587841072,0.40682481995942116,0.37241272384299334,0.36112640980819427,0.36112640980819427,0.025695403876583676,0.37894736842105264,0.8121769735456854,0.0,0.0,0.42580353214757083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44184165615694276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18795789445991457,0.1572290937128508,0.2609661259068056,0.1996599214722085,0.14143436921153424,0.1935937193677664,0.131134063775882,0.16089034123174342,0.09673006128211846,0.05935611657279221,0.034121580249541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3386400651465798,0.28340198622109813,0.0,0.0,0.0,-0.15268941584731124,0.0,0.39079523957759627,-0.13426612852235098,-1
2018-02-08,0.3601005265677358,0.3882633609061113,0.38876973565208395,0.3958956921529658,0.3958956921529658,0.01484365592639416,0.3157894736842105,0.8067741123855092,0.0,0.0,0.3999949720319275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4359386447744973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25927345016486536,0.21705705246375104,0.3692497442827521,0.2756327371949433,0.19554910585193078,0.26712421085409077,0.18153666131406598,0.2220529333879887,0.13459540114034235,0.08310723696565181,0.04797593905393407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5023953436310725,0.43631617320642924,0.0,0.0,0.0,-0.3050633576949369,0.0,0.36112640980819427,0.1702753536492339,1
2018-02-09,0.39596696984202967,0.44905353280863297,0.40276234528023985,0.46536241948229207,0.46536241948229207,0.03975247927214202,0.4631578947368421,0.8065924059907422,0.0,0.0,0.40562126830494616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4568104317475798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818244182747097,0.32292890894489973,0.5396599599293892,0.40467854047416385,0.2927156083796253,0.39278136598795504,0.2728836199237407,0.32991647469031626,0.20527195120034544,0.1287533412207546,0.07508355926243633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923356476459102,0.601163521184306,0.4726334429195757,0.0,0.0,0.13554866186445017,0.0,0.3958956921529658,0.3103211511246748,1
2018-02-10,0.4658688367640019,0.4689304586296849,0.437104317941032,0.43449630037594883,0.43449630037594883,0.030242536851816288,0.5684210526315789,0.8077065903837222,0.0,0.0,0.4299566337753754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4597024166319841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35885757068209084,0.30793846985989953,0.4778790707384076,0.377899547951131,0.28094396298094354,0.36804291103103515,0.2629485200667177,0.31410343693157045,0.20015476664589496,0.12694002736078194,0.07451593714736257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144270240862555,0.7292016363794483,0.6109839623555121,0.0,0.0,0.15268941584730905,0.0,0.46536241948229207,-0.11730216654061633,-1
