class,f1_score,precision,recall,support
0,0.6046511627906976,0.5416666666666666,0.6842105263157895,19.0
1,0.15384615384615383,0.14285714285714285,0.16666666666666666,6.0
2,0.25000000000000006,0.4,0.18181818181818182,11.0
