class,f1_score,precision,recall,support
0,0.3157894736842105,0.3,0.3333333333333333,9.0
1,0.6153846153846153,0.5333333333333333,0.7272727272727273,11.0
2,0.3703703703703703,0.45454545454545453,0.3125,16.0
