performance_name,value
macro_avg_precision,0.48214285714285715
macro_avg_recall,0.49936868686868685
macro_avg_f1,0.48653594771241826
weighted_avg_precision,0.4905753968253968
weighted_avg_recall,0.5
weighted_avg_f1-score,0.49119825708061005
accuracy,0.5
support,36.0
