Date,Open,High,Low,Close,Adj Close,Volume,sentiment,fng_classification
2018-02-01,4.86947,4.99779,3.3471699999999998,3.4710699999999997,3.4710699999999997,6550980.0,30,Fear
2018-02-02,3.4544900000000003,4.6626400000000015,2.8894599999999997,4.15669,4.15669,10927700.0,15,Extreme Fear
2018-02-03,4.102530000000002,4.69802,3.80979,4.42438,4.42438,5703900.0,40,Fear
2018-02-04,4.4505,4.49941,3.7052199999999997,3.8578300000000003,3.8578300000000003,2921390.0,24,Extreme Fear
2018-02-05,3.8419800000000004,4.0244800000000005,3.2415700000000003,3.2415700000000003,3.2415700000000003,2941890.0,11,Extreme Fear
2018-02-06,3.2556700000000003,3.8915300000000004,3.01362,3.7675300000000003,3.7675300000000003,5133640.0,8,Extreme Fear
2018-02-07,3.7461300000000004,3.91889,3.4181,3.4181,3.4181,3322310.0,36,Fear
2018-02-08,3.41707,3.9132800000000003,3.41707,3.71185,3.71185,3983660.0,30,Fear
2018-02-09,3.71595,4.11573,3.60376,4.10761,4.10761,3439810.0,44,Fear
2018-02-10,4.0533800000000015,4.52174,3.99632,4.26288,4.26288,7025320.0,54,Neutral
2018-02-11,4.27525,4.27525,3.7997300000000003,3.85836,3.85836,3160760.0,31,Fear
2018-02-12,3.85466,4.44714,3.85466,4.4099,4.4099,6344300.0,42,Fear
2018-02-13,4.453130000000002,4.4774,4.06435,4.17919,4.17919,3618910.0,35,Fear
2018-02-14,4.17004,4.75096,4.17004,4.75096,4.75096,4570670.0,55,Greed
2018-02-15,4.7598400000000005,5.20363,4.73663,5.1593599999999995,5.1593599999999995,8431380.0,71,Greed
2018-02-16,5.16558,6.91147,5.1538,6.91147,6.91147,21608600.0,67,Greed
2018-02-17,6.827539999999999,6.84743,6.30919,6.5933699999999975,6.5933699999999975,15797200.0,74,Greed
2018-02-18,6.59547,6.59547,5.48752,5.6746099999999995,5.6746099999999995,9631400.0,63,Greed
2018-02-19,5.6642,6.4172400000000005,5.5419800000000015,6.32165,6.32165,7643860.0,67,Greed
2018-02-20,6.34786,6.42175,5.86369,5.94486,5.94486,4904920.0,74,Greed
2018-02-21,5.90075,5.9877,5.20753,5.5677,5.5677,5133290.0,54,Neutral
2018-02-22,5.54935,5.8453599999999994,5.06626,5.40854,5.40854,5090220.0,44,Fear
2018-02-23,5.40911,5.785159999999999,5.16178,5.70333,5.70333,4631070.0,39,Fear
2018-02-24,5.68533,5.79005,5.43356,5.60433,5.60433,3767830.0,31,Fear
2018-02-25,5.5923300000000005,5.60555,5.17652,5.47359,5.47359,3344390.0,33,Fear
2018-02-26,5.49959,5.69987,5.32644,5.63185,5.63185,3601500.0,37,Fear
2018-02-27,5.6322199999999984,5.72928,5.48148,5.53292,5.53292,3106680.0,44,Fear
2018-02-28,5.51826,5.75603,5.42825,5.42825,5.42825,2835490.0,41,Fear
2018-03-01,5.41731,5.53066,5.40301,5.489669999999999,5.489669999999999,2018660.0,38,Fear
2018-03-02,5.5407,5.5609800000000025,5.41374,5.4544,5.4544,2481930.0,47,Neutral
2018-03-03,5.44187,5.70656,5.3125599999999995,5.3760900000000005,5.3760900000000005,3240200.0,56,Greed
2018-03-04,5.35196,5.66648,5.21649,5.66648,5.66648,5345600.0,44,Fear
2018-03-05,5.66155,5.66155,5.32638,5.35886,5.35886,3655770.0,55,Greed
2018-03-06,5.31839,5.325830000000002,4.98925,5.01388,5.01388,2901410.0,59,Greed
2018-03-07,5.02364,5.11459,4.23692,4.2743,4.2743,4746550.0,37,Fear
2018-03-08,4.2935,4.73356,4.21793,4.36121,4.36121,4268330.0,39,Fear
2018-03-09,4.3236099999999995,4.44578,3.8415199999999996,4.27904,4.27904,4573260.0,37,Fear
2018-03-10,4.25807,4.4003,4.07572,4.0945599999999995,4.0945599999999995,2032740.0,39,Fear
2018-03-11,4.07786,4.21405,3.9847900000000003,4.17373,4.17373,1917730.0,40,Fear
2018-03-12,4.1601099999999995,4.3799800000000015,4.11353,4.18475,4.18475,2463950.0,41,Fear
2018-03-13,4.19143,4.3547199999999995,4.14827,4.23268,4.23268,1930300.0,41,Fear
2018-03-14,4.23729,4.3445800000000006,3.8302,3.95652,3.95652,2239280.0,40,Fear
2018-03-15,3.9491300000000003,3.9976599999999998,3.67697,3.8748699999999996,3.8748699999999996,2065580.0,32,Fear
2018-03-16,3.88521,3.96677,3.74735,3.8104699999999996,3.8104699999999996,1668030.0,33,Fear
