Date,Open,High,Low,Close,Adj Close,Volume,sentiment,fng_classification
2018-02-01,163.682007,165.813995,131.548004,142.296997,142.296997,539880000.0,30,Fear
2018-02-02,142.561996,142.561996,105.346001,131.378998,131.378998,815539968.0,15,Extreme Fear
2018-02-03,131.401001,165.554993,121.166,160.25,160.25,687676032.0,40,Fear
2018-02-04,160.380997,173.796005,139.694,148.024994,148.024994,1006080000.0,24,Extreme Fear
2018-02-05,148.727005,153.524002,118.147003,125.33000200000001,125.33000200000001,844678016.0,11,Extreme Fear
2018-02-06,127.521004,146.113998,106.944,142.990997,142.990997,1148409984.0,8,Extreme Fear
2018-02-07,142.48199499999996,157.897995,131.524002,138.203003,138.203003,817808000.0,36,Fear
2018-02-08,138.335999,151.080994,138.335999,149.466003,149.466003,869206976.0,30,Fear
2018-02-09,149.729996,163.979996,142.585999,163.949997,163.949997,722204992.0,44,Fear
2018-02-10,163.488007,169.328995,149.14399699999996,155.593002,155.593002,576328000.0,54,Neutral
2018-02-11,155.391998,155.73100300000004,142.61099199999995,148.990005,148.990005,495720000.0,31,Fear
2018-02-12,150.104004,163.348007,150.104004,161.565994,161.565994,535710016.0,42,Fear
2018-02-13,161.774994,162.37399299999996,153.511002,159.554001,159.554001,483468000.0,35,Fear
2018-02-14,159.578995,218.231003,159.578995,213.358994,213.358994,2383340032.0,55,Greed
2018-02-15,212.347,237.876999,211.173996,225.42599500000003,225.42599500000003,2087289984.0,71,Greed
2018-02-16,225.5,236.08799700000003,212.32899500000002,230.123993,230.123993,1300089984.0,67,Greed
2018-02-17,229.501999,233.451004,225.60299700000002,229.46499599999999,229.46499599999999,863401024.0,74,Greed
2018-02-18,230.50900299999998,232.643997,214.45799300000002,215.73599199999998,215.73599199999998,1011120000.0,63,Greed
2018-02-19,215.414993,226.96699500000003,215.376999,223.05700699999997,223.05700699999997,767596992.0,67,Greed
2018-02-20,223.087006,253.897995,222.507004,232.850998,232.850998,1739670016.0,74,Greed
2018-02-21,230.94799799999998,235.41000400000001,208.925003,213.352005,213.352005,1195820032.0,54,Neutral
2018-02-22,212.84100299999997,222.768005,191.809998,195.307999,195.307999,974379008.0,44,Fear
2018-02-23,194.192993,216.132004,184.070007,209.309006,209.309006,1065680000.0,39,Fear
2018-02-24,210.63699300000002,220.30700699999997,197.884003,209.421997,209.421997,937312000.0,31,Fear
2018-02-25,208.132004,225.548996,202.365005,220.475006,220.475006,1028590016.0,33,Fear
2018-02-26,222.138,234.41700699999998,218.73599199999998,220.962006,220.962006,1297080064.0,37,Fear
2018-02-27,221.710007,224.209,215.84100299999997,216.59899900000002,216.59899900000002,856454016.0,44,Fear
2018-02-28,217.27900699999998,223.50999500000003,202.705994,202.895004,202.895004,761321984.0,41,Fear
2018-03-01,203.119003,214.69799799999998,201.542007,209.75,209.75,678542016.0,38,Fear
2018-03-02,209.554993,213.128998,204.880005,212.556,212.556,627142016.0,47,Neutral
2018-03-03,213.83799700000003,217.763,209.537003,210.643005,210.643005,681865984.0,56,Greed
2018-03-04,210.23599199999998,214.11999500000002,205.363998,213.798996,213.798996,574675008.0,44,Fear
2018-03-05,213.74000499999997,215.97799700000002,209.24899299999998,211.17500299999998,211.17500299999998,594828992.0,55,Greed
2018-03-06,210.513,210.513,193.156998,196.600998,196.600998,661078016.0,59,Greed
2018-03-07,196.826004,199.274994,175.647003,185.83900500000001,185.83900500000001,755924992.0,37,Fear
2018-03-08,185.69799799999998,188.147003,176.173996,176.511002,176.511002,612508992.0,39,Fear
2018-03-09,176.48100300000004,189.91499299999998,160.425995,187.167999,187.167999,943363968.0,37,Fear
2018-03-10,188.113007,194.647995,176.53599499999999,177.73199499999996,177.73199499999996,625808000.0,39,Fear
2018-03-11,177.513,193.477005,172.470001,188.945999,188.945999,669377984.0,40,Fear
2018-03-12,189.016006,193.33999599999999,175.875,178.233994,178.233994,567628992.0,41,Fear
2018-03-13,177.597,181.869995,172.257004,175.781998,175.781998,468094016.0,41,Fear
2018-03-14,175.936996,177.546997,158.630005,161.100998,161.100998,480652992.0,40,Fear
2018-03-15,161.201996,167.332001,151.479004,164.475998,164.475998,564609024.0,32,Fear
2018-03-16,164.817001,171.257996,158.990997,165.449997,165.449997,436628000.0,33,Fear
2018-03-17,165.188004,165.218002,151.057999,152.96899399999995,152.96899399999995,403808992.0,31,Fear
2018-03-18,152.537003,156.154007,138.01800500000002,154.074005,154.074005,595955008.0,29,Fear
2018-03-19,155.475006,163.048996,151.662994,161.141998,161.141998,504832992.0,29,Fear
2018-03-20,161.520996,173.300003,156.815002,168.817001,168.817001,492892000.0,37,Fear
2018-03-21,169.557007,175.261002,166.615005,169.05200200000004,169.05200200000004,462536000.0,36,Fear
2018-03-22,168.723007,172.30599999999995,161.113007,163.671997,163.671997,404996992.0,36,Fear
2018-03-23,163.576996,167.832001,157.263,167.832001,167.832001,348056000.0,28,Fear
2018-03-24,168.533997,168.653,159.630997,159.630997,159.630997,290270016.0,32,Fear
2018-03-25,158.863998,162.720993,157.520004,160.084,160.084,241431008.0,30,Fear
2018-03-26,160.16499299999995,160.994003,143.123001,149.220993,149.220993,407135008.0,31,Fear
2018-03-27,148.960999,149.621002,135.779007,135.779007,135.779007,385104000.0,24,Extreme Fear
2018-03-28,135.490005,140.125,131.033997,131.746994,131.746994,328374016.0,24,Extreme Fear
2018-03-29,131.925003,132.610001,113.933998,114.679001,114.679001,476804000.0,18,Extreme Fear
2018-03-30,114.804001,124.902,110.25700400000001,118.598,118.598,468439008.0,12,Extreme Fear
2018-03-31,118.637001,123.872002,116.183998,116.60700200000001,116.60700200000001,295439008.0,16,Extreme Fear
2018-04-01,116.904999,117.833,110.523003,115.222,115.222,274182016.0,16,Extreme Fear
2018-04-02,115.237,121.416,114.719002,119.306,119.306,271703008.0,11,Extreme Fear
2018-04-03,119.509003,136.44700600000002,118.584,134.470001,134.470001,375408992.0,22,Extreme Fear
2018-04-04,133.908005,134.610001,116.583,118.412003,118.412003,380351008.0,22,Extreme Fear
2018-04-05,118.209,121.287003,114.468002,119.130997,119.130997,294022016.0,17,Extreme Fear
2018-04-06,118.815002,119.933998,112.787003,113.154999,113.154999,233190000.0,19,Extreme Fear
2018-04-07,113.135002,119.379997,113.095001,116.260002,116.260002,211470000.0,20,Extreme Fear
2018-04-08,116.291,118.550003,115.946999,117.670998,117.670998,194664000.0,17,Extreme Fear
2018-04-09,117.782997,122.42600300000001,113.324997,114.989998,114.989998,260171008.0,21,Extreme Fear
2018-04-10,115.212997,115.400002,112.51799799999999,114.263,114.263,202879008.0,18,Extreme Fear
2018-04-11,114.289001,119.094002,113.33000200000001,118.291,118.291,230068992.0,20,Extreme Fear
2018-04-12,118.292,129.33500700000002,113.55100300000001,129.33500700000002,129.33500700000002,587510976.0,18,Extreme Fear
2018-04-13,129.274002,133.03999299999998,124.056,125.353996,125.353996,458040000.0,23,Extreme Fear
2018-04-14,125.22399899999999,129.33900500000001,124.766998,126.293999,126.293999,258806000.0,23,Extreme Fear
2018-04-15,126.668999,132.044998,126.668999,132.044998,132.044998,274427008.0,23,Extreme Fear
2018-04-16,131.968002,132.62600700000002,125.237999,128.33500700000002,128.33500700000002,290855008.0,23,Extreme Fear
2018-04-17,128.71000700000002,139.653,128.71000700000002,132.92799399999998,132.92799399999998,532336000.0,26,Fear
2018-04-18,132.376999,140.852997,132.376999,139.996994,139.996994,381161984.0,24,Extreme Fear
2018-04-19,140.041,146.867004,138.957993,146.300003,146.300003,408736000.0,25,Extreme Fear
2018-04-20,146.50100700000004,155.723999,143.84399399999995,155.537003,155.537003,491945984.0,26,Fear
2018-04-21,155.684998,156.610001,142.17799399999996,148.934006,148.934006,482924000.0,32,Fear
2018-04-22,148.608002,152.229996,145.313995,146.774002,146.774002,338735008.0,31,Fear
2018-04-23,146.671997,152.76800500000004,146.669998,152.251999,152.251999,376060000.0,28,Fear
2018-04-24,152.574997,165.942993,152.574997,165.78100600000005,165.78100600000005,643558016.0,29,Fear
2018-04-25,165.087006,165.087006,142.593002,144.76400800000005,144.76400800000005,613467008.0,64,Greed
2018-04-26,144.699005,153.82299799999996,142.64300500000004,153.679001,153.679001,412436992.0,47,Neutral
2018-04-27,153.444,153.619003,145.904999,145.904999,145.904999,386742016.0,55,Greed
2018-04-28,145.742004,153.326004,145.742004,152.296005,152.296005,337116992.0,54,Neutral
2018-04-29,152.16499299999995,155.621002,148.897003,153.630997,153.630997,388081984.0,61,Greed
2018-04-30,153.647003,154.080994,147.871002,148.477005,148.477005,341396992.0,59,Greed
2018-05-01,148.34399399999995,148.544998,143.938995,148.488007,148.488007,342152000.0,56,Greed
2018-05-02,148.445007,152.886993,146.983994,151.576996,151.576996,354656992.0,52,Neutral
2018-05-03,151.858994,163.996994,151.011993,161.459,161.459,617984000.0,55,Greed
2018-05-04,160.46899399999995,170.378006,157.936996,168.787994,168.787994,633054976.0,56,Greed
2018-05-05,168.350006,181.628006,168.350006,177.761993,177.761993,741246016.0,63,Greed
2018-05-06,178.020996,182.882996,166.175003,171.800003,171.800003,626270016.0,67,Greed
2018-05-07,171.759003,171.917007,158.929993,164.878998,164.878998,573281024.0,56,Greed
2018-05-08,164.830002,167.98100300000004,158.158005,159.617004,159.617004,466308992.0,62,Greed
2018-05-09,159.617004,159.617004,152.598007,157.054993,157.054993,448136000.0,53,Neutral
2018-05-10,157.151001,160.335999,149.337006,149.869003,149.869003,426694016.0,63,Greed
2018-05-11,149.445007,149.445007,134.725998,137.117004,137.117004,530416000.0,41,Fear
2018-05-12,137.257004,144.419006,132.587997,141.882004,141.882004,410184992.0,44,Fear
2018-05-13,141.798004,147.246002,137.654999,144.587997,144.587997,383224000.0,40,Fear
2018-05-14,144.62399299999996,152.154999,136.07200600000002,147.71400500000001,147.71400500000001,584222016.0,40,Fear
2018-05-15,147.488007,149.382996,138.570007,139.880005,139.880005,415984992.0,40,Fear
2018-05-16,139.649994,140.651001,135.276993,139.26800500000002,139.26800500000002,351689984.0,32,Fear
2018-05-17,139.559006,141.166,131.951996,132.772995,132.772995,320248992.0,31,Fear
2018-05-18,132.703995,137.054993,129.703003,136.057007,136.057007,371688000.0,37,Fear
