performance_name,value
macro_avg_precision,0.297008547008547
macro_avg_recall,0.33170533170533173
macro_avg_f1,0.3011463844797178
weighted_avg_precision,0.2932692307692308
weighted_avg_recall,0.3055555555555556
weighted_avg_f1-score,0.28817607289829517
accuracy,0.3055555555555556
support,36.0
