class,f1_score,precision,recall,support
0,0.27272727272727276,0.3333333333333333,0.23076923076923078,13.0
1,0.3846153846153846,0.29411764705882354,0.5555555555555556,9.0
2,0.3333333333333333,0.4,0.2857142857142857,14.0
