Date,Open,High,Low,Close,Adj_Close,Volume,sentiment
2018-02-01,0.053216999999999993,0.053255,0.039817,0.043910000000000005,0.043910000000000005,10311400.0,30
2018-02-02,0.043752,0.044101999999999995,0.032421,0.042335000000000005,0.042335000000000005,10603000.0,15
2018-02-03,0.042191,0.046405,0.036872,0.043332,0.043332,5807230.0,40
2018-02-04,0.043474,0.044180000000000004,0.034464999999999996,0.03663,0.03663,5166060.0,24
2018-02-05,0.036208,0.037000000000000005,0.025101,0.02661,0.02661,7901010.0,11
2018-02-06,0.026695999999999998,0.033038,0.021845,0.032639999999999995,0.032639999999999995,8080540.0,8
2018-02-07,0.032476,0.036493,0.028824000000000002,0.030162,0.030162,5452160.0,36
2018-02-08,0.03009,0.034828,0.03009,0.033066000000000005,0.033066000000000005,3149590.0,30
2018-02-09,0.033087,0.040281,0.031173000000000006,0.038868,0.038868,8434850.0,44
2018-02-10,0.038928,0.042064,0.033831,0.036289999999999996,0.036289999999999996,6416990.0,54
2018-02-11,0.036336,0.036336,0.032025,0.033386,0.033386,3333350.0,31
2018-02-12,0.033425,0.037943,0.033425,0.037568,0.037568,3263460.0,42
2018-02-13,0.037556,0.038034,0.034633,0.035371,0.035371,3532400.0,35
2018-02-14,0.035339999999999996,0.042461,0.03515,0.042289,0.042289,5449500.0,55
2018-02-15,0.042075,0.046047000000000005,0.041522,0.043532999999999995,0.043532999999999995,7854180.0,71
2018-02-16,0.043316,0.044751,0.041583999999999996,0.044274,0.044274,4329510.0,67
2018-02-17,0.044008,0.050789999999999995,0.04347,0.048623,0.048623,8647620.0,74
2018-02-18,0.048906,0.049385000000000005,0.042694,0.043341000000000005,0.043341000000000005,4765930.0,63
2018-02-19,0.042843,0.045957,0.042545,0.044164999999999996,0.044164999999999996,5187730.0,67
2018-02-20,0.044072,0.045092,0.038654,0.039330000000000004,0.039330000000000004,7714550.0,74
2018-02-21,0.03927,0.040716,0.035663,0.036909,0.036909,5419810.0,54
2018-02-22,0.037072,0.03909,0.03184,0.032894,0.032894,4783060.0,44
2018-02-23,0.032705,0.035698,0.031136,0.033849000000000004,0.033849000000000004,3940420.0,39
2018-02-24,0.033818,0.035222,0.030802,0.032331,0.032331,2803500.0,31
2018-02-25,0.032249,0.034316,0.031805,0.033768,0.033768,3182620.0,33
2018-02-26,0.033932,0.036211,0.032591,0.035726,0.035726,3662050.0,37
2018-02-27,0.035907999999999995,0.037592,0.035129,0.036694,0.036694,3948000.0,44
2018-02-28,0.036768,0.037145,0.032045,0.032047000000000006,0.032047000000000006,2961010.0,41
2018-03-01,0.032343000000000004,0.037473,0.032049,0.036329,0.036329,7433250.0,38
2018-03-02,0.036287,0.038558999999999996,0.035121,0.036205,0.036205,4526580.0,47
2018-03-03,0.036012999999999996,0.036799,0.033510000000000005,0.035137,0.035137,3778450.0,56
2018-03-04,0.035049000000000004,0.036215,0.033407,0.035613,0.035613,2802420.0,44
2018-03-05,0.03558,0.036499000000000004,0.034258,0.0343,0.0343,3065310.0,55
2018-03-06,0.034371,0.034371,0.030479000000000006,0.031070999999999998,0.031070999999999998,2659290.0,59
2018-03-07,0.031103,0.032543,0.026125,0.027783,0.027783,4314090.0,37
2018-03-08,0.027752,0.02925,0.025797000000000004,0.026729000000000003,0.026729000000000003,2348080.0,39
2018-03-09,0.026594,0.027077999999999998,0.023204,0.02565,0.02565,2585470.0,37
2018-03-10,0.025682,0.026968000000000002,0.024455,0.024459,0.024459,1471850.0,39
2018-03-11,0.024355,0.026733,0.02337,0.026383999999999998,0.026383999999999998,1486700.0,40
2018-03-12,0.026294,0.030933999999999996,0.026057,0.027438,0.027438,6789180.0,41
2018-03-13,0.027206,0.028005000000000002,0.025393000000000002,0.026232,0.026232,1994580.0,41
2018-03-14,0.026188,0.027482999999999997,0.022085,0.022784,0.022784,2044320.0,40
2018-03-15,0.022817,0.022964,0.019918,0.022269999999999998,0.022269999999999998,2087190.0,32
2018-03-16,0.022197,0.022767,0.021422,0.022144,0.022144,970696.0,33
2018-03-17,0.021943999999999998,0.022098,0.019613,0.019971,0.019971,940464.0,31
2018-03-18,0.019956,0.020665,0.016704,0.020386,0.020386,2538820.0,29
2018-03-19,0.02015,0.022338,0.020038999999999998,0.022194,0.022194,1669820.0,29
2018-03-20,0.022438,0.025255,0.021575,0.024761000000000002,0.024761000000000002,2250430.0,37
2018-03-21,0.024936,0.025932999999999998,0.023865,0.024236,0.024236,2167350.0,36
2018-03-22,0.024161000000000002,0.024861,0.022541,0.023832,0.023832,1311100.0,36
2018-03-23,0.023826,0.023975,0.021830000000000002,0.022649000000000002,0.022649000000000002,1638870.0,28
2018-03-24,0.022984,0.023801,0.022456,0.022764,0.022764,1386410.0,32
