class,f1_score,precision,recall,support
0,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.0
1,0.64,0.5714285714285714,0.7272727272727273,11.0
2,0.3448275862068966,0.38461538461538464,0.3125,16.0
